feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,score,generalization_score
58,0.972673331466651,97,0.082752285393054,0.12181788428012301,0.015489501067079001,0.9338874370886566,0.9
103,0.008314343846587,248,0.017105143900736003,0.416621112737509,0.287119248478133,0.7494870305845917,0.7555555555555555
86,0.38568757833618,37,6.555698792765721e-05,0.129910978158211,0.42986071285403005,0.29852642276422764,0.3611111111111111
129,0.008970486390256,186,1.143728661105335e-05,0.12276963806369201,0.301511303677967,0.22757452574525744,0.225
175,2.26186199275213,240,0.0017593347551360002,0.122012805857397,0.9717039547524511,0.9450251645373597,0.9527777777777777
93,0.0005,200,0.0001,0.8999,0.9989,0.1475391986062718,0.15555555555555556
167,0.0067,210,0.0005,0.1146,0.9989,0.8476214672861015,0.9305555555555556
199,0.0001,50,0.0001,0.1,0.999,0.9415384243128146,0.8944444444444445
187,0.0002,54,0.001,0.8888,0.999,0.82881339527681,0.8166666666666667
136,0.0001,50,0.0005,0.9,0.999,0.7202816492450639,0.7222222222222222
167,0.0002,249,0.0001,0.1,0.999,0.8483207510646537,0.8722222222222222
121,0.0001,100,0.0001,0.1001,0.999,0.8162141889276036,0.8805555555555555
56,0.0002,247,0.001,0.8888,0.999,0.11894115369725125,0.16111111111111112
50,0.0001,250,0.0001,0.9,0.999,0.17957801006581495,0.13055555555555556
53,0.0001,249,0.0001,0.8999,0.9989,0.14125532326751838,0.15
180,0.0003,50,0.0006,0.1457,0.999,0.9429297328687574,0.9472222222222222
193,0.0001,63,0.0001,0.1,0.999,0.9269454123112659,0.9305555555555556
197,0.0003,62,0.0002,0.1002,0.9988,0.9381024970963996,0.9194444444444444
172,0.0001,250,0.0001,0.1,0.999,0.8392445799457995,0.8888888888888888
189,0.0001,66,0.0002,0.9,0.999,0.3701921215640728,0.6166666666666667
181,0.0004,51,0.0002,0.8694,0.001,0.19622773906310492,0.16944444444444445
144,0.0834,114,0.0019,0.1209,0.9986,0.9457317073170731,0.9611111111111111
188,0.0009,55,0.0004,0.1241,0.9908,0.9429321525358111,0.9583333333333334
191,0.0034,100,0.0356,0.4,0.5,0.9088729190863336,0.8611111111111112
151,0.0006,169,0.0024,0.1901,0.4456,0.8316056910569106,0.8694444444444445
152,0.0001,153,0.0001,0.8999,0.999,0.24495741385985287,0.25555555555555554
174,0.0001,223,0.0001,0.1001,0.9988,0.7890413279132791,0.8055555555555556
165,0.0002,75,0.0001,0.8999,0.999,0.33401809910956254,0.28888888888888886
179,0.0007,50,0.0001,0.1,0.999,0.9179055361982191,0.8972222222222223
143,0.0835,250,0.0001,0.1001,0.999,0.8155971738288812,0.8083333333333333
