hidden_layer_sizes,alpha,batch_size,learning_rate_init,power_t,momentum,score,generalization_score
58,0.972673331466651,97,0.082752285393054,0.12181788428012301,0.015489501067079001,0.9338874370886566,0.9
103,0.008314343846587,248,0.017105143900736003,0.416621112737509,0.287119248478133,0.7494870305845917,0.7555555555555555
86,0.38568757833618,37,6.555698792765721e-05,0.129910978158211,0.42986071285403005,0.29852642276422764,0.3611111111111111
129,0.008970486390256,186,1.143728661105335e-05,0.12276963806369201,0.301511303677967,0.22757452574525744,0.225
175,2.26186199275213,240,0.0017593347551360002,0.122012805857397,0.9717039547524511,0.9450251645373597,0.9527777777777777
128,1.1197,246,0.0017,0.1072,0.9953,0.9415481029810298,0.9277777777777778
174,0.0001,12,0.0031,0.7778,0.9989,0.8990998838559815,0.7916666666666666
72,0.0002,36,0.0314,0.3456,0.789,0.9339116337591948,0.9472222222222222
127,0.0004,14,0.0603,0.8676,0.7711,0.1767300619434766,0.18888888888888888
91,0.2796,14,0.0742,0.2341,0.7172,0.4279108594657376,0.075
141,0.0794,10,0.0655,0.8085,0.8657,0.12251016260162602,0.09722222222222222
123,3.4321,49,0.0147,0.6654,0.6736,0.8886759581881533,0.8805555555555555
191,0.0009,153,0.0046,0.7333,0.9988,0.7947057684862563,0.8666666666666667
59,0.0014,20,0.0566,0.3782,0.7219,0.2017711962833914,0.25833333333333336
67,0.0002,21,0.0216,0.5113,0.6514,0.9172038327526133,0.9333333333333333
50,0.0003,234,0.0934,0.899,0.9989,0.1335994967092528,0.11666666666666667
111,0.0008,12,0.0001,0.1,0.999,0.9471326945412312,0.9472222222222222
124,0.0001,12,0.0001,0.1,0.999,0.9506049167634533,0.9472222222222222
86,0.1735,108,0.0271,0.5867,0.6152,0.532948606271777,0.6638888888888889
99,0.0005,19,0.0385,0.4102,0.4987,0.9241410181958962,0.9527777777777777
110,0.0007,13,0.0002,0.7,0.2,0.19418070073557878,0.20277777777777778
154,0.0006,15,0.014,0.4,0.4,0.9554660278745644,0.9555555555555556
174,0.0003,142,0.0913,0.8889,0.9989,0.4285738482384824,0.7472222222222222
83,0.0005,133,0.0062,0.3,0.9,0.9095480061943476,0.9222222222222223
82,0.0005,147,0.0047,0.1,0.9989,0.9387775842044135,0.9361111111111111
77,0.0002,17,0.0135,0.789,0.3871,0.9151011420828494,0.9361111111111111
66,0.1,250,0.0001,0.1,0.999,0.696564072783585,0.7055555555555556
54,0.0001,249,0.0999,0.9,0.999,0.20313588850174216,0.2361111111111111
73,0.0003,66,0.0073,0.1,0.999,0.9401495354239255,0.9305555555555556
91,0.0004,12,0.0002,0.1218,0.3871,0.8510864305071622,0.8416666666666667
