hidden_layer_sizes,alpha,batch_size,learning_rate_init,power_t,momentum,score,generalization_score
78,3.883695706453229,237,0.0008689532004960001,0.202241135091972,0.0029054467420260004,0.16139905149051492,0.10555555555555556
155,5.244489926659613e-05,126,0.003395868952889,0.603652105657949,0.11188740474257401,0.3563177506775068,0.4444444444444444
125,0.033172779961338,183,0.000108141489166,0.33205822617954,0.016662743799897,0.11273954703832753,0.15833333333333333
77,6.573466211768384,81,0.000141734398014,0.12908524487849402,0.003508343843278,0.2971302748741773,0.375
124,0.024807944140628,63,0.011748020174759,0.35554280982451203,0.003187109691163,0.8747314169570266,0.9138888888888889
125,4.415741920471191,213,0.05288262292742729,0.7619301080703735,0.1932212859392166,0.44867402245451016,0.4027777777777778
164,7.88383674621582,189,0.042181532829999924,0.3318542242050171,0.11929930746555328,0.8810080332946187,0.9277777777777778
124,5.722541809082031,215,0.0991610437631607,0.7220188975334167,0.6721758246421814,0.2901906697638405,0.17222222222222222
164,8.132396697998047,185,0.014599884860217571,0.7327712178230286,0.3242425322532654,0.702138985675571,0.7694444444444445
78,7.152394771575928,116,0.062328219413757324,0.6587532162666321,0.767672598361969,0.3543166860240031,0.25277777777777777
126,1.4539119005203247,212,0.00900181382894516,0.2153875231742859,0.5321090221405029,0.8879500580720092,0.9166666666666666
175,6.155290126800537,194,0.0081769535318017,0.8992883563041687,0.3445417284965515,0.5546602787456446,0.6361111111111111
160,7.841296195983887,188,0.02640821598470211,0.12498778849840164,0.8430431485176086,0.9638162988772745,0.9666666666666667
139,1.8997858762741089,213,0.03142489492893219,0.8630911111831665,0.9966757893562317,0.28039343786295007,0.2861111111111111
165,2.2069239616394043,186,0.07115838676691055,0.6570003628730774,0.462117075920105,0.45803087495160666,0.5444444444444444
162,2.826490879058838,191,0.02408893033862114,0.8624675273895264,0.8664886355400085,0.473340108401084,0.5972222222222222
127,2.589066505432129,207,0.0037913101259618998,0.24348202347755432,0.25711727142333984,0.7042465156794425,0.7055555555555556
121,2.2660040855407715,60,0.07718919217586517,0.5412858128547668,0.27931711077690125,0.7223141695702672,0.55
153,2.84865403175354,70,0.0638495609164238,0.7261644005775452,0.8946583867073059,0.5147672280294232,0.4861111111111111
126,3.2897069454193115,204,0.08519811928272247,0.3713781535625458,0.9632364511489868,0.47314411536972517,0.30277777777777776
124,2.8228209018707275,62,0.054994579404592514,0.12951898574829102,0.2798856496810913,0.9589648664343786,0.9583333333333334
131,4.182254791259766,213,0.09154556691646576,0.8142209649085999,0.2838332951068878,0.20107675183894697,0.31666666666666665
118,0.8222134113311768,63,0.015811536461114883,0.19890257716178894,0.40910792350769043,0.9213390437475804,0.9472222222222222
125,3.991697311401367,59,0.039515960961580276,0.10874296724796295,0.18078047037124634,0.9631387921022068,0.9833333333333333
189,8.849328994750977,179,0.08953755348920822,0.3278437554836273,0.16985346376895905,0.896293070073558,0.875
187,5.594700336456299,179,0.023063115775585175,0.6061288714408875,0.2459753155708313,0.7091294037940379,0.7555555555555555
192,5.744541645050049,178,0.008794620633125305,0.4977255165576935,0.6858780980110168,0.8524801587301587,0.8916666666666667
128,7.374479293823242,59,0.0033184236381202936,0.658445417881012,0.40561193227767944,0.6840568137824236,0.6611111111111111
163,8.893512725830078,183,0.020539211109280586,0.5099507570266724,0.8511629104614258,0.7801079171506,0.8611111111111112
118,1.2983827590942383,59,0.06748315691947937,0.2821747064590454,0.29904884099960327,0.9318137824235386,0.95
