hidden_layer_sizes,alpha,batch_size,learning_rate_init,power_t,momentum,score,generalization_score
58,0.972673331466651,97,0.082752285393054,0.12181788428012301,0.015489501067079001,0.9338874370886566,0.9
103,0.008314343846587,248,0.017105143900736003,0.416621112737509,0.287119248478133,0.7494870305845917,0.7555555555555555
86,0.38568757833618,37,6.555698792765721e-05,0.129910978158211,0.42986071285403005,0.29852642276422764,0.3611111111111111
129,0.008970486390256,186,1.143728661105335e-05,0.12276963806369201,0.301511303677967,0.22757452574525744,0.225
175,2.26186199275213,240,0.0017593347551360002,0.122012805857397,0.9717039547524511,0.9450251645373597,0.9527777777777777
108,0.30365729331970215,248,0.08435752987861633,0.17337703704833984,0.3980255126953125,0.9283246225319397,0.9027777777777778
171,1.2459524869918823,240,0.02323661372065544,0.8532596826553345,0.09878714382648468,0.4196283391405343,0.6222222222222222
106,2.9734623432159424,249,0.037213753908872604,0.29919031262397766,0.11174827069044113,0.8169884823848239,0.8194444444444444
75,3.024813175201416,42,0.05883124843239784,0.6362341046333313,0.6256875395774841,0.2554636082075107,0.08055555555555556
54,2.6904969215393066,98,0.01018046960234642,0.44392770528793335,0.9491416215896606,0.8928353658536585,0.8972222222222223
102,3.4337592124938965,246,0.015332920476794243,0.4712812304496765,0.994071364402771,0.8065427797135115,0.8777777777777778
56,6.048214435577393,93,0.013077263720333576,0.7005828022956848,0.43151456117630005,0.654849012775842,0.7583333333333333
175,0.449104905128479,238,0.059705156832933426,0.32223331928253174,0.4319286048412323,0.8315814943863724,0.8777777777777778
129,8.088812828063965,165,0.011804230511188507,0.30191513895988464,0.29843035340309143,0.8754379597367402,0.8833333333333333
100,0.1722574532032013,155,0.03612608090043068,0.4504427909851074,0.5829297304153442,0.5853900503290748,0.6527777777777778
174,4.080809116363525,244,0.030010169371962547,0.12940938770771027,0.37795138359069824,0.9554708672086722,0.9555555555555556
74,0.6635574698448181,57,0.012654457241296768,0.6163129806518555,0.34324461221694946,0.8476117886178862,0.8583333333333333
50,2.8176333904266357,99,0.0936209112405777,0.21120843291282654,0.6964303851127625,0.48903164924506387,0.08055555555555556
60,1.9666194915771484,92,0.03994429484009743,0.3258446455001831,0.5855621099472046,0.566376306620209,0.8388888888888889
106,2.874756336212158,249,0.032473281025886536,0.24134789407253265,0.043344639241695404,0.8823920828494,0.8444444444444444
104,0.522578775882721,244,0.04270586371421814,0.576930820941925,0.4258459806442261,0.32432007355787845,0.36666666666666664
54,2.8796494007110596,96,0.015331810340285301,0.33150193095207214,0.7942887544631958,0.9046675377468061,0.925
51,0.3819940388202667,94,0.036003075540065765,0.8122606873512268,0.7066456079483032,0.27692363530778163,0.4444444444444444
104,2.0967235565185547,250,0.024189790710806847,0.2826574742794037,0.32371389865875244,0.8455090979481223,0.8472222222222222
57,5.978440284729004,101,0.06714385747909546,0.588369607925415,0.6578803658485413,0.3882742934572202,0.5972222222222222
71,8.512825965881348,237,0.04896700382232666,0.7423107624053955,0.424990177154541,0.24700929152148662,0.22777777777777777
131,4.533653259277344,167,0.030747897922992706,0.8819975852966309,0.4201301038265228,0.6395204219899341,0.7
126,9.500972747802734,164,0.030528174713253975,0.7935458421707153,0.5078455209732056,0.5213535617499032,0.6361111111111111
62,1.0768464803695679,96,0.07280848920345306,0.40764349699020386,0.05602709576487541,0.7167392566782811,0.6222222222222222
62,3.648421049118042,232,0.049084145575761795,0.7364499568939209,0.48743101954460144,0.36186362756484713,0.4222222222222222
