X0,X1,X2,X3,X4,X5,score,generalization_score
4,0.546592961897562,0.103359577669713,0.35697068750257405,0.09433884564366,0.108135197817863,0.38743842364532016,0.4444444444444444
12,0.10828621707356301,0.14840025078811,0.020762788728338002,0.014492059805531001,0.17705528468959603,0.7810344827586208,0.9722222222222222
7,0.02069801720722,0.43996851560063904,0.029057608200945002,0.067090647436348,0.031654331170913,0.38743842364532016,0.4444444444444444
10,0.14359679313770002,0.299964598312493,0.028137559764443,0.036993818613308006,0.026829574885999,0.38743842364532016,0.4444444444444444
6,0.019395427309827,0.082806430600633,0.42582543785160304,0.8246358814026,0.020818896796521002,0.38743842364532016,0.4444444444444444
15,0.3112,0.4786,0.2887,0.5751,0.1264,0.38743842364532016,0.4444444444444444
9,0.7001,0.2013,0.2489,0.8097,0.0998,0.38743842364532016,0.4444444444444444
8,0.9,0.2,0.49,0.99,0.49,0.38743842364532016,0.4444444444444444
12,0.1084,0.1484,0.0208,0.0145,0.177,0.7810344827586208,0.9722222222222222
12,0.1085,0.1484,0.0207,0.0146,0.177,0.7810344827586208,0.9722222222222222
13,0.1085,0.1484,0.0208,0.0146,0.177,0.7810344827586208,0.9722222222222222
8,0.2465,0.3117,0.1781,0.6753,0.1365,0.38743842364532016,0.4444444444444444
5,0.0101,0.5,0.0101,0.0101,0.0101,0.38743842364532016,0.4444444444444444
14,0.4899,0.0001,0.49,0.01,0.49,0.38743842364532016,0.4444444444444444
12,0.1085,0.1484,0.0208,0.0146,0.177,0.7810344827586208,0.9722222222222222
11,0.3012,0.1723,0.2105,0.3914,0.2863,0.9366995073891626,0.9444444444444444
11,0.3013,0.1722,0.2105,0.3913,0.2864,0.9366995073891626,0.9444444444444444
10,0.4389,0.2583,0.1333,0.5624,0.1998,0.761576354679803,0.9166666666666666
11,0.3014,0.1724,0.2104,0.3912,0.2865,0.9366995073891626,0.9444444444444444
11,0.3015,0.1725,0.2103,0.3911,0.2866,0.9366995073891626,0.9444444444444444
11,0.3011,0.1722,0.2105,0.3913,0.2863,0.9366995073891626,0.9444444444444444
11,0.3016,0.1726,0.2102,0.391,0.2867,0.9366995073891626,0.9444444444444444
11,0.3013,0.1725,0.2103,0.3911,0.2865,0.9366995073891626,0.9444444444444444
12,0.1901,0.1299,0.3723,0.3224,0.1501,0.38743842364532016,0.4444444444444444
14,0.3017,0.1723,0.2104,0.3914,0.2864,0.9366995073891626,0.9444444444444444
13,0.49,0.0001,0.49,0.01,0.49,0.38743842364532016,0.4444444444444444
11,0.3017,0.1726,0.2102,0.391,0.2867,0.9366995073891626,0.9444444444444444
10,0.2948,0.2067,0.1131,0.3427,0.1144,0.9298029556650246,0.9444444444444444
7,0.3261,0.1623,0.1632,0.7871,0.1497,0.38743842364532016,0.4444444444444444
12,0.3949,0.2954,0.2876,0.2101,0.1452,0.4445812807881773,0.4444444444444444
