max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
4,0.546592961897562,0.103359577669713,0.35697068750257405,0.09433884564366,0.108135197817863,0.10577574525745259,0.08055555555555556
12,0.10828621707356301,0.14840025078811,0.020762788728338002,0.014492059805531001,0.17705528468959603,0.10577574525745259,0.08055555555555556
7,0.02069801720722,0.43996851560063904,0.029057608200945002,0.067090647436348,0.031654331170913,0.10577574525745259,0.08055555555555556
10,0.14359679313770002,0.299964598312493,0.028137559764443,0.036993818613308006,0.026829574885999,0.10577574525745259,0.08055555555555556
6,0.019395427309827,0.082806430600633,0.42582543785160304,0.8246358814026,0.020818896796521002,0.10577574525745259,0.08055555555555556
7,0.0136,0.499,0.0154,0.0119,0.0217,0.10577574525745259,0.08055555555555556
15,0.4692,0.1456,0.2035,0.1174,0.4719,0.10577574525745259,0.08055555555555556
7,0.0101,0.0001,0.0101,0.0101,0.0101,0.7599012775842044,0.7333333333333333
7,0.5348,0.0098,0.0108,0.4219,0.1189,0.5406842818428184,0.5972222222222222
15,0.9899,0.0,0.01,0.01,0.01,0.8844754161827332,0.875
13,0.8456,0.0001,0.0101,0.0101,0.0101,0.8900333914053427,0.8777777777777778
14,0.9685,0.0,0.01,0.01,0.01,0.8893341076267905,0.8694444444444445
8,0.9684,0.0,0.0101,0.0101,0.0101,0.8900309717382889,0.8666666666666667
11,0.9657,0.0,0.01,0.01,0.01,0.8893341076267905,0.8694444444444445
15,0.99,0.0,0.01,0.49,0.01,0.493348335269067,0.5055555555555555
10,0.2066,0.0966,0.0102,0.01,0.01,0.10577574525745259,0.08055555555555556
12,0.1,0.5,0.01,0.01,0.01,0.10577574525745259,0.08055555555555556
13,0.99,0.0,0.01,0.01,0.01,0.8844754161827332,0.875
10,0.9656,0.0001,0.0101,0.0101,0.0101,0.8893341076267905,0.8694444444444445
15,0.9894,0.0001,0.0102,0.0101,0.0101,0.8844754161827332,0.875
15,0.9895,0.0,0.0101,0.01,0.01,0.8844754161827332,0.875
15,0.5466,0.105,0.0101,0.01,0.01,0.10577574525745259,0.08055555555555556
9,0.9697,0.0,0.01,0.01,0.01,0.8865635888501743,0.8694444444444445
15,0.01,0.0,0.01,0.01,0.01,0.7668820170344561,0.7611111111111111
12,0.8592,0.0,0.0112,0.0104,0.0101,0.8893341076267905,0.8722222222222222
11,0.9894,0.0001,0.0102,0.0101,0.0101,0.8844754161827332,0.875
9,0.9683,0.0001,0.0101,0.0101,0.0101,0.8893341076267905,0.8666666666666667
15,0.9659,0.0,0.01,0.01,0.01,0.8893341076267905,0.8694444444444445
12,0.9781,0.0,0.0103,0.0102,0.0101,0.8872580332946187,0.8694444444444445
9,0.9879,0.0,0.01,0.01,0.01,0.8844754161827332,0.875
