feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,score,generalization_score
7,0.27384505982301605,5.7187408672443325e-05,0.032434060996912005,0.019627781772875,0.01432419850735,0.8615103561749903,0.8416666666666667
4,0.048934273926388,0.19838373711533402,0.081415282032941,0.068637163305826,0.143931321718827,0.10577574525745259,0.08055555555555556
4,0.56546022421217,0.013693796598963002,0.13590065737339302,0.06804373593266101,0.087962053186335,0.6242499032133179,0.5972222222222222
3,0.024850681527716002,0.40037228433776806,0.43306383724353503,0.042216314909836,0.147965672086171,0.10577574525745259,0.08055555555555556
13,0.609970094480184,0.042522105684888005,0.011641534821384001,0.02182325676209,0.304953075049531,0.5539198606271777,0.4666666666666667
10,0.9899,0.0001,0.01,0.99,0.01,0.10577574525745259,0.08055555555555556
8,0.9371,0.0001,0.49,0.01,0.01,0.10577574525745259,0.08055555555555556
15,0.937,0.0,0.01,0.99,0.01,0.10577574525745259,0.08055555555555556
6,0.9371,0.0001,0.105,0.9899,0.01,0.10577574525745259,0.08055555555555556
9,0.937,0.0001,0.49,0.01,0.01,0.10577574525745259,0.08055555555555556
7,0.9478,0.0111,0.1299,0.0629,0.0887,0.6158173635307782,0.38333333333333336
7,0.937,0.0001,0.1359,0.068,0.01,0.6081494386372436,0.34444444444444444
4,0.937,0.0001,0.105,0.9899,0.01,0.10577574525745259,0.08055555555555556
13,0.9369,0.4999,0.01,0.01,0.49,0.10577574525745259,0.08055555555555556
5,0.937,0.0001,0.4899,0.01,0.105,0.10577574525745259,0.08055555555555556
10,0.99,0.5,0.49,0.01,0.49,0.10577574525745259,0.08055555555555556
10,0.937,0.0001,0.1359,0.068,0.105,0.6081494386372436,0.34444444444444444
13,0.9371,0.0001,0.105,0.0686,0.105,0.6109949670925281,0.6
8,0.937,0.0001,0.105,0.9899,0.105,0.10577574525745259,0.08055555555555556
2,0.9371,0.0001,0.449,0.075,0.105,0.10577574525745259,0.08055555555555556
8,0.9371,0.0001,0.105,0.99,0.105,0.10577574525745259,0.08055555555555556
6,0.9371,0.0,0.105,0.9899,0.105,0.10577574525745259,0.08055555555555556
5,0.9371,0.0001,0.105,0.0686,0.105,0.6109949670925281,0.6
7,0.9371,0.0001,0.105,0.99,0.105,0.10577574525745259,0.08055555555555556
6,0.9371,0.0001,0.105,0.0629,0.105,0.6109949670925281,0.6
15,0.9371,0.0001,0.105,0.0686,0.105,0.6109949670925281,0.6
13,0.937,0.0001,0.105,0.99,0.105,0.10577574525745259,0.08055555555555556
11,0.937,0.0001,0.105,0.9371,0.105,0.10577574525745259,0.08055555555555556
8,0.9371,0.0001,0.105,0.0686,0.105,0.6109949670925281,0.6
9,0.9371,0.0001,0.105,0.9899,0.105,0.10577574525745259,0.08055555555555556
