X0,X1,X2,X3,X4,X5,score,generalization_score
15,0.12361635568470201,0.48634217998244206,0.161502478063277,0.24683810216787802,0.023186415725322002,0.10577574525745259,0.08055555555555556
15,0.010290425114510001,0.126491181191721,0.054310392782503006,0.35922287866378605,0.021583731917407003,0.10577574525745259,0.08055555555555556
13,0.917294948261656,0.08192112070234901,0.102237798808069,0.010421565748011001,0.045017488943327,0.10577574525745259,0.08055555555555556
2,0.8112044630651181,0.21807332343989802,0.401751700754077,0.370834301903653,0.291204965854912,0.10577574525745259,0.08055555555555556
3,0.014111397905356001,0.30037136068888404,0.019226752087066,0.29077647894117903,0.049017393208869005,0.10577574525745259,0.08055555555555556
4,0.01,0.5,0.01,0.99,0.01,0.10577574525745259,0.08055555555555556
7,0.9900000095367432,0.0,0.49000000953674316,0.9900000095367432,0.49000000953674316,0.10577574525745259,0.08055555555555556
4,0.0115,0.4205,0.01,0.9891,0.0101,0.10577574525745259,0.08055555555555556
10,0.2502884566783905,0.06656919419765472,0.023225054144859314,0.044642820954322815,0.2880159914493561,0.1252879403794038,0.08055555555555556
10,0.2503,0.0666,0.0232,0.0446,0.288,0.1252879403794038,0.08055555555555556
10,0.1808,0.0875,0.1193,0.0269,0.3087,0.10577574525745259,0.08055555555555556
10,0.2328,0.0,0.01,0.01,0.3256,0.5463656600851723,0.5583333333333333
10,0.209,0.0,0.01,0.01,0.3547,0.5017857142857143,0.46944444444444444
10,0.2824285328388214,0.0,0.010123278014361858,0.009999999776482582,0.2669305205345154,0.642336914440573,0.6305555555555555
10,0.3386,0.0,0.01,0.01,0.2,0.7077743902439024,0.6416666666666667
10,0.4268,0.0,0.0178,0.01,0.1909,0.7070049361207899,0.6472222222222223
10,0.3705,0.0,0.0106,0.01,0.142,0.7146510840108402,0.7277777777777777
10,0.3834,0.0,0.01,0.01,0.1516,0.7417997483546264,0.6611111111111111
13,0.5524625182151794,0.04873476177453995,0.1609327793121338,0.07309247553348541,0.08197607100009918,0.5288158149438636,0.5611111111111111
10,0.3833,0.0,0.01,0.01,0.1516,0.7417997483546264,0.6611111111111111
4,0.33239275217056274,0.5,0.33438101410865784,0.009999999776482582,0.30970025062561035,0.10577574525745259,0.08055555555555556
9,0.34224769473075867,0.29120081663131714,0.15803560614585876,0.8136519193649292,0.42606860399246216,0.10577574525745259,0.08055555555555556
13,0.5238528847694397,0.018311884254217148,0.2452201098203659,0.298743337392807,0.1376214325428009,0.44734078590785914,0.3472222222222222
10,0.389363557100296,0.0,0.009999999776482582,0.009999999776482582,0.12714748084545135,0.7606054006968641,0.7166666666666667
12,0.4294905662536621,0.27831244468688965,0.031945113092660904,0.3897007703781128,0.0103942034766078,0.10577574525745259,0.08055555555555556
9,0.7424182295799255,0.49380725622177124,0.23919112980365753,0.5551335215568542,0.19063664972782135,0.10577574525745259,0.08055555555555556
11,0.6905009746551514,0.5,0.49000000953674316,0.03375152871012688,0.26095983386039734,0.10577574525745259,0.08055555555555556
10,0.3894,0.0,0.01,0.01,0.1271,0.7606054006968641,0.7166666666666667
10,0.39,0.0,0.01,0.01,0.13,0.7543408826945412,0.7
10,0.4691,0.0,0.01,0.01,0.01,0.8977061556329848,0.8888888888888888
