X0,X1,score,generalization_score
27,4.546784063337942,0.8795566502463055,0.7777777777777778
95,0.02653050299604,0.9435960591133006,0.9166666666666666
39,0.0005917433219460001,0.8731527093596059,0.9166666666666666
73,0.000397880553092,0.8731527093596059,0.9166666666666666
54,0.145776880681752,0.8938423645320197,0.9722222222222222
100,0.025100000000000004,0.9364532019704435,0.9166666666666666
90,0.9999,0.9009852216748768,0.8611111111111112
90,0.9506,0.9647783251231526,1.0
100,0.0264,0.9364532019704435,0.9444444444444444
87,0.9739,0.97192118226601,0.9722222222222222
86,0.9817,0.9578817733990148,1.0
85,0.9817,0.9507389162561577,1.0
87,0.9738,0.9790640394088671,0.9722222222222222
87,0.9896,0.9293103448275861,1.0
100,0.9896,0.9293103448275861,1.0
88,0.9737,0.9647783251231526,1.0
87,0.9897,0.9364532019704432,1.0
87,0.9737,0.97192118226601,1.0
87,0.9736,0.9647783251231529,1.0
87,0.9898,0.9293103448275861,1.0
87,0.9899,0.9293103448275861,1.0
93,0.9897,0.9364532019704432,1.0
88,0.9897,0.9364532019704432,1.0
93,0.9898,0.9293103448275861,1.0
90,0.9896,0.9293103448275861,1.0
87,0.97375,0.9647783251231529,1.0
88,0.9896,0.9293103448275861,1.0
87,0.9735,0.9790640394088671,1.0
89,0.9897,0.9364532019704432,1.0
87,0.9734,0.9576354679802955,1.0
