X0,X1,score,generalization_score
100,4.60030680449031,0.9295566502463055,0.8333333333333334
22,9.890143127152722,0.7903940886699508,0.8611111111111112
31,0.009613989345165,0.9295566502463055,0.9166666666666666
45,0.22321849928717602,0.922167487684729,0.9722222222222222
94,1.704333511590947,0.8613300492610838,0.9722222222222222
61,0.9434,0.97192118226601,1.0
58,0.8847,0.9433497536945813,1.0
59,0.9901,0.9364532019704432,1.0
69,0.9999,0.9009852216748768,0.8611111111111112
59,0.9902,0.9364532019704432,1.0
61,0.9435,0.9790640394088671,1.0
61,0.9433,0.9790640394088671,1.0
61,0.9436,0.97192118226601,1.0
61,0.9437,0.97192118226601,1.0
61,0.9439,0.97192118226601,0.9722222222222222
61,0.9432,0.9790640394088671,1.0
61,0.9438,0.97192118226601,1.0
61,0.9431,0.9790640394088671,1.0
61,0.943,0.9790640394088671,1.0
55,0.9999,0.9009852216748768,0.8611111111111112
60,0.943,0.9790640394088671,1.0
60,0.9979,0.8940886699507388,0.8611111111111112
63,0.9436,0.9790640394088671,1.0
59,0.995,0.9293103448275861,1.0
60,0.9431,0.97192118226601,1.0
63,0.9434,0.9790640394088671,1.0
71,0.9997,0.9009852216748768,0.8611111111111112
69,0.9998,0.9009852216748768,0.8611111111111112
60,0.9432,0.9790640394088671,1.0
60,0.9439,0.97192118226601,0.9444444444444444
