X0,X1,score,generalization_score
15,1.434297276884398,0.7741379310344827,0.9722222222222222
43,7.892689098336297,0.7261083743842365,0.8055555555555556
18,0.009631258205288,0.9295566502463055,0.9166666666666666
42,0.027113774781246002,0.9295566502463055,0.9444444444444444
99,1.100039842371944,0.9009852216748768,0.8611111111111112
63,0.5832,0.9366995073891626,0.9722222222222222
70,0.9576,0.9576354679802955,1.0
80,0.9808,0.958128078817734,1.0
79,0.9813,0.9366995073891626,1.0
84,0.9814,0.9509852216748769,1.0
84,0.9813,0.9295566502463055,1.0
72,0.9812,0.9647783251231529,1.0
72,0.9886,0.9293103448275861,0.9722222222222222
72,0.9887,0.9293103448275861,1.0
79,0.9812,0.9647783251231526,1.0
80,0.9809,0.9366995073891624,1.0
55,0.9886,0.9293103448275861,1.0
87,0.9887,0.922167487684729,0.9722222222222222
70,0.9887,0.9293103448275861,1.0
75,0.9886,0.922167487684729,0.9722222222222222
80,0.9887,0.922167487684729,0.9722222222222222
79,0.9887,0.922167487684729,0.9722222222222222
83,0.9886,0.922167487684729,0.9722222222222222
79,0.9888,0.922167487684729,1.0
84,0.9815,0.97192118226601,1.0
84,0.9816,0.9435960591133006,1.0
84,0.9817,0.9578817733990148,1.0
84,0.9819,0.9507389162561577,1.0
87,0.9811,0.97192118226601,1.0
79,0.9816,0.9435960591133006,1.0
