feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,score,generalization_score
7,0.011265210225126,0.274831238939354,0.054422714725212006,0.069008212877464,0.036168510137228,0.430295566502463,0.4444444444444444
4,0.172123011285296,0.14982733683726102,0.028248176259675004,0.17360272472826802,0.07840682962187401,0.916256157635468,0.9722222222222222
3,0.10590453897230101,0.092219932823457,0.21250560448987502,0.5060846317508411,0.068447432971658,0.6768472906403941,0.8888888888888888
13,0.014419271426492,0.25262304506085204,0.012892792521465002,0.07151151593956201,0.01455982567691,0.5768472906403941,0.4444444444444444
3,0.15519793585483901,0.11300600030211701,0.015162093706799001,0.027520151502054002,0.039018899440327,0.930049261083744,0.9444444444444444
15,0.9712,0.3821,0.49,0.99,0.01,0.38743842364532016,0.4444444444444444
2,0.989,0.499,0.01,0.985,0.49,0.38743842364532016,0.4444444444444444
5,0.171,0.399,0.028,0.175,0.078,0.38743842364532016,0.4444444444444444
4,0.1162,0.2475,0.0112,0.9782,0.0489,0.38743842364532016,0.4444444444444444
6,0.1595,0.1305,0.0255,0.0265,0.0445,0.930049261083744,0.9722222222222222
8,0.0847,0.0852,0.4001,0.9842,0.0101,0.38743842364532016,0.4444444444444444
11,0.1899,0.1446,0.0352,0.1657,0.0781,0.916256157635468,0.9722222222222222
10,0.1867,0.1453,0.0301,0.1651,0.0784,0.916256157635468,0.9722222222222222
12,0.1588,0.1137,0.0298,0.1616,0.0724,0.9371921182266011,0.9444444444444444
9,0.1513,0.1054,0.0238,0.1564,0.0723,0.8593596059113301,0.9444444444444444
10,0.1568,0.1143,0.0276,0.0298,0.0438,0.930049261083744,0.9444444444444444
13,0.1588,0.1137,0.0298,0.1616,0.0724,0.9371921182266011,0.9444444444444444
14,0.121,0.109,0.029,0.18,0.076,0.8445812807881774,0.9444444444444444
2,0.9891,0.499,0.0101,0.989,0.49,0.38743842364532016,0.4444444444444444
8,0.1722,0.1112,0.0297,0.1615,0.0723,0.9371921182266011,0.9444444444444444
7,0.2364,0.1235,0.0226,0.0377,0.0463,0.9440886699507389,0.8055555555555556
9,0.1,0.0,0.1,0.1,0.1,0.9155172413793103,0.9444444444444444
6,0.1653,0.1162,0.0293,0.1658,0.0765,0.9371921182266011,0.9444444444444444
5,0.1687,0.1137,0.0298,0.1616,0.0724,0.9371921182266011,0.9444444444444444
14,0.1599,0.1134,0.0299,0.1611,0.0721,0.9371921182266011,0.9444444444444444
14,0.1598,0.1137,0.0299,0.1616,0.0724,0.9371921182266011,0.9444444444444444
9,0.1512,0.1,0.01,0.99,0.01,0.38743842364532016,0.4444444444444444
1,0.99,0.01,0.01,0.01,0.01,0.8652709359605911,0.8055555555555556
1,0.1569,0.1145,0.0277,0.0297,0.0437,0.8807881773399014,0.9166666666666666
6,0.1569,0.1145,0.0277,0.0297,0.0437,0.930049261083744,0.9444444444444444
