X0,X1,X2,X3,X4,X5,score,generalization_score
15,0.12361635568470201,0.48634217998244206,0.161502478063277,0.24683810216787802,0.023186415725322002,0.38743842364532016,0.4444444444444444
15,0.010290425114510001,0.126491181191721,0.054310392782503006,0.35922287866378605,0.021583731917407003,0.8736453201970443,0.9722222222222222
13,0.917294948261656,0.08192112070234901,0.102237798808069,0.010421565748011001,0.045017488943327,0.9224137931034482,0.8333333333333334
2,0.8112044630651181,0.21807332343989802,0.401751700754077,0.370834301903653,0.291204965854912,0.38743842364532016,0.4444444444444444
3,0.014111397905356001,0.30037136068888404,0.019226752087066,0.29077647894117903,0.049017393208869005,0.38743842364532016,0.4444444444444444
13,0.9173,0.0819,0.1022,0.0104,0.045,0.9224137931034482,0.8333333333333334
13,0.9319284558296204,0.06582456082105637,0.06550148874521255,0.010778838768601418,0.024672841653227806,0.9014778325123153,0.8333333333333334
13,0.8421116471290588,0.012874993495643139,0.2878708243370056,0.009999999776482582,0.035777073353528976,0.8517241379310345,0.9166666666666666
13,0.9634971618652344,0.16298030316829681,0.18154872953891754,0.009999999776482582,0.09244006872177124,0.922167487684729,0.8333333333333334
13,0.8346582651138306,0.18561439216136932,0.12163462489843369,0.009999999776482582,0.02795441634953022,0.9152709359605911,0.8333333333333334
13,0.8620542287826538,0.1299969106912613,0.09623970836400986,0.009999999776482582,0.16408616304397583,0.9086206896551724,0.8333333333333334
13,0.9129,0.1382,0.1505,0.01,0.0469,0.9155172413793103,0.8333333333333334
13,0.9181,0.1072,0.1102,0.0102,0.0452,0.9155172413793103,0.8333333333333334
13,0.9163,0.116,0.1191,0.0105,0.0472,0.9155172413793103,0.8333333333333334
13,0.9263,0.1529,0.1439,0.01,0.1004,0.9014778325123153,0.8333333333333334
13,0.9281,0.1338,0.1562,0.01,0.0512,0.9014778325123153,0.8333333333333334
13,0.9644,0.1692,0.1832,0.0101,0.0903,0.922167487684729,0.8333333333333334
13,0.99,0.2515,0.2607,0.0266,0.0962,0.7662561576354678,0.6666666666666666
13,0.7366768717765808,0.0869101732969284,0.07314486801624298,0.009999999776482582,0.009999999776482582,0.922167487684729,0.8333333333333334
13,0.8050691485404968,0.11157342791557312,0.13997602462768555,0.009999999776482582,0.05868029594421387,0.9224137931034482,0.8333333333333334
13,0.8276,0.0891,0.1102,0.01,0.0795,0.9081280788177339,0.8333333333333334
13,0.9348,0.0979,0.1172,0.01,0.01,0.9014778325123153,0.8333333333333334
13,0.835,0.1,0.125,0.01,0.05,0.9152709359605911,0.8333333333333334
13,0.9189,0.1106,0.1206,0.0101,0.048,0.9155172413793103,0.8333333333333334
13,0.9736,0.1653,0.1767,0.01,0.0927,0.9083743842364532,0.8333333333333334
13,0.7545,0.1303,0.01,0.01,0.049,0.922167487684729,0.8333333333333334
13,0.7831,0.0663,0.0257,0.0102,0.0495,0.9298029556650246,0.8333333333333334
13,0.8199,0.098,0.1,0.01,0.049,0.9083743842364532,0.8333333333333334
13,0.9376,0.0493,0.01,0.01,0.049,0.9157635467980297,0.8333333333333334
13,0.9836,0.0101,0.01,0.01,0.049,0.9157635467980297,0.9444444444444444
