feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,score,generalization_score
4,0.546592961897562,0.103359577669713,0.35697068750257405,0.09433884564366,0.108135197817863,0.38743842364532016,0.4444444444444444
12,0.10828621707356301,0.14840025078811,0.020762788728338002,0.014492059805531001,0.17705528468959603,0.7810344827586208,0.9722222222222222
7,0.02069801720722,0.43996851560063904,0.029057608200945002,0.067090647436348,0.031654331170913,0.38743842364532016,0.4444444444444444
10,0.14359679313770002,0.299964598312493,0.028137559764443,0.036993818613308006,0.026829574885999,0.38743842364532016,0.4444444444444444
6,0.019395427309827,0.082806430600633,0.42582543785160304,0.8246358814026,0.020818896796521002,0.38743842364532016,0.4444444444444444
15,0.99,0.0,0.01,0.99,0.01,0.38743842364532016,0.4444444444444444
14,0.0101,0.4999,0.49,0.0101,0.49,0.38743842364532016,0.4444444444444444
8,0.5156,0.0893,0.1999,0.9807,0.4001,0.38743842364532016,0.4444444444444444
9,0.7876,0.4111,0.1813,0.8491,0.1777,0.38743842364532016,0.4444444444444444
11,0.7237,0.2301,0.2003,0.8205,0.1203,0.38743842364532016,0.4444444444444444
13,0.8203,0.2499,0.1456,0.8203,0.1456,0.38743842364532016,0.4444444444444444
5,0.8202,0.2499,0.1456,0.8202,0.1456,0.38743842364532016,0.4444444444444444
5,0.8201,0.2499,0.1456,0.8201,0.1456,0.38743842364532016,0.4444444444444444
2,0.8203,0.25,0.1455,0.82,0.1455,0.38743842364532016,0.4444444444444444
3,0.7765,0.2765,0.2101,0.8334,0.1423,0.38743842364532016,0.4444444444444444
12,0.1234,0.4567,0.1234,0.5678,0.1234,0.38743842364532016,0.4444444444444444
6,0.8203,0.25,0.1455,0.82,0.1455,0.38743842364532016,0.4444444444444444
12,0.2383,0.1484,0.2908,0.2345,0.1771,0.8036945812807883,0.9166666666666666
15,0.9899,0.0001,0.0101,0.9899,0.0101,0.38743842364532016,0.4444444444444444
11,0.8453,0.1667,0.2456,0.8452,0.1901,0.38743842364532016,0.4444444444444444
12,0.2384,0.1483,0.2909,0.2344,0.1772,0.8036945812807883,0.9166666666666666
9,0.8452,0.411,0.1814,0.849,0.1776,0.38743842364532016,0.4444444444444444
7,0.7326,0.2976,0.1702,0.8573,0.1314,0.38743842364532016,0.4444444444444444
14,0.8452,0.1666,0.2456,0.8452,0.19,0.38743842364532016,0.4444444444444444
14,0.8453,0.1667,0.2456,0.8452,0.1901,0.38743842364532016,0.4444444444444444
13,0.8452,0.411,0.1814,0.849,0.1776,0.38743842364532016,0.4444444444444444
10,0.3379,0.1357,0.2179,0.6784,0.2201,0.38743842364532016,0.4444444444444444
12,0.2908,0.1484,0.2908,0.2345,0.1771,0.8036945812807883,0.9166666666666666
12,0.2384,0.1483,0.2909,0.2345,0.1772,0.8036945812807883,0.9166666666666666
12,0.239,0.1483,0.2908,0.234,0.1773,0.8036945812807883,0.9166666666666666
