X0,X1,X2,X3,X4,X5,score,generalization_score
15,0.12361635568470201,0.48634217998244206,0.161502478063277,0.24683810216787802,0.023186415725322002,0.38743842364532016,0.4444444444444444
15,0.010290425114510001,0.126491181191721,0.054310392782503006,0.35922287866378605,0.021583731917407003,0.8736453201970443,0.9722222222222222
13,0.917294948261656,0.08192112070234901,0.102237798808069,0.010421565748011001,0.045017488943327,0.9224137931034482,0.8333333333333334
2,0.8112044630651181,0.21807332343989802,0.401751700754077,0.370834301903653,0.291204965854912,0.38743842364532016,0.4444444444444444
3,0.014111397905356001,0.30037136068888404,0.019226752087066,0.29077647894117903,0.049017393208869005,0.38743842364532016,0.4444444444444444
13,0.9489,0.0021,0.01,0.1,0.0393,0.9298029556650247,0.9722222222222222
13,0.9712,0.0035,0.01,0.1,0.0393,0.9298029556650247,0.9722222222222222
15,0.009999999776482582,0.0,0.009999999776482582,0.12195540964603424,0.0594339519739151,0.9371921182266011,0.9444444444444444
13,0.936467707157135,0.1590997874736786,0.009999999776482582,0.27976173162460327,0.1607132852077484,0.9086206896551724,0.8333333333333334
13,0.9589487314224243,0.0,0.08161681890487671,0.057582587003707886,0.29479023814201355,0.9152709359605911,0.8333333333333334
3,0.01,0.0,0.01,0.122,0.0594,0.951231527093596,0.9444444444444444
13,0.9488,0.0,0.0543,0.3462,0.0217,0.9086206896551724,0.8333333333333334
13,0.9188,0.0,0.01,0.122,0.0594,0.9366995073891624,0.9444444444444444
6,0.009999999776482582,0.0,0.009999999776482582,0.6927354335784912,0.4898916482925415,0.38743842364532016,0.4444444444444444
13,0.6370528340339661,0.07763931155204773,0.23071657121181488,0.28857284784317017,0.23775604367256165,0.9224137931034484,0.8333333333333334
13,0.9900000095367432,0.10183105617761612,0.4147747755050659,0.28961482644081116,0.20728707313537598,0.38743842364532016,0.4444444444444444
15,0.009999999776482582,0.0,0.009999999776482582,0.36790362000465393,0.3903317153453827,0.8172413793103448,0.9444444444444444
3,0.009999999776482582,0.0,0.009999999776482582,0.009999999776482582,0.3565448522567749,0.7958128078817734,0.9722222222222222
13,0.6991491913795471,0.06894316524267197,0.09097602963447571,0.2530674636363983,0.14703042805194855,0.9083743842364532,0.8333333333333334
13,0.8930231332778931,0.05752428248524666,0.03903726488351822,0.1329883188009262,0.1720990091562271,0.9086206896551724,0.8333333333333334
13,0.8587507605552673,0.0,0.07191075384616852,0.09877821058034897,0.055887263268232346,0.9224137931034482,0.8333333333333334
13,0.8972374796867371,0.02341461181640625,0.03160392493009567,0.13382506370544434,0.07399910688400269,0.9298029556650247,0.8333333333333334
13,0.3834698498249054,0.03598768264055252,0.19361284375190735,0.03366134315729141,0.3562662601470947,0.9364532019704435,0.9166666666666666
13,0.3756221532821655,0.20184695720672607,0.1872422993183136,0.15766844153404236,0.19095420837402344,0.9440886699507389,0.9444444444444444
8,0.6435183882713318,0.00203783274628222,0.49000000953674316,0.9900000095367432,0.0534256249666214,0.38743842364532016,0.4444444444444444
13,0.303580641746521,0.10476898401975632,0.1835135966539383,0.4641628861427307,0.38836029171943665,0.8884236453201971,0.8055555555555556
13,0.3164246380329132,0.06241990625858307,0.20436333119869232,0.17562898993492126,0.009999999776482582,0.9369458128078818,0.9166666666666666
4,0.7495434880256653,0.3038097620010376,0.49000000953674316,0.06543178111314774,0.1802399456501007,0.38743842364532016,0.4444444444444444
3,0.009999999776482582,0.0,0.009999999776482582,0.028312649577856064,0.009999999776482582,0.9374384236453203,0.9166666666666666
13,0.9017420411109924,0.043421670794487,0.010956650599837303,0.129459947347641,0.009999999776482582,0.9366995073891626,0.9444444444444444
