X0,X1,score,generalization_score
15,1.434297276884398,0.3061411149825784,0.2388888888888889
43,7.892689098336297,0.28252032520325204,0.25555555555555554
18,0.009631258205288,0.5852230933023617,0.5361111111111111
42,0.027113774781246002,0.6993829849012776,0.6527777777777778
99,1.100039842371944,0.3061798296554394,0.24444444444444444
42,0.027,0.6979940960123887,0.6527777777777778
42,0.2550361454486847,0.6325783972125436,0.5888888888888889
83,3.147,0.6763913085559426,0.6388888888888888
42,0.0001,0.20876403406891214,0.15555555555555556
83,3.148,0.6443839527680991,0.6722222222222223
83,3.1485,0.6680603948896632,0.5583333333333333
83,3.1484,0.6611038521099497,0.6
24,2.9999,0.40776471157568717,0.36944444444444446
43,3.1479,0.5532375145180023,0.5305555555555556
34,4.755571365356445,0.4313903406891212,0.4583333333333333
83,3.1487,0.653448025551684,0.6666666666666666
43,5.647143363952637,0.37163666279519936,0.44166666666666665
83,3.1486,0.620707510646535,0.6805555555555556
83,3.1479,0.6638816298877275,0.6527777777777778
83,3.151,0.6409456058846302,0.6694444444444444
83,3.1478,0.6680773325590398,0.5833333333333334
27,0.0001,0.20876403406891214,0.15555555555555556
83,3.1475,0.6241821525358111,0.5722222222222222
83,3.1472,0.6353513356562137,0.6833333333333333
83,3.149,0.6485699767711963,0.6805555555555556
55,0.0001,0.20876403406891214,0.15555555555555556
83,3.1477,0.6304442508710802,0.6583333333333333
83,3.1471,0.6826606658923732,0.6388888888888888
43,2.9025464057922363,0.5755274874177314,0.4861111111111111
20,0.0001,0.20876403406891214,0.15555555555555556
