n_estimators,learning_rate,score,generalization_score
27,4.546784063337942,0.3953034262485482,0.34444444444444444
95,0.02653050299604,0.6708381726674408,0.6916666666666667
39,0.0005917433219460001,0.24354432830042586,0.15555555555555556
73,0.000397880553092,0.2845722028648858,0.26666666666666666
54,0.145776880681752,0.6617886178861789,0.6416666666666667
61,0.7163,0.582469512195122,0.5666666666666667
94,0.9999,0.2894986449864499,0.24166666666666667
85,0.6666,0.592907955865273,0.5416666666666666
49,0.9735,0.3640074525745257,0.325
66,1.2489,0.33472948122338364,0.2722222222222222
75,0.0578,0.636009485094851,0.7027777777777777
26,0.1734,0.6089116337591948,0.6361111111111111
56,0.1564,0.6701848625629114,0.6916666666666667
88,0.9998,0.2894986449864499,0.24166666666666667
33,0.3197,0.654849012775842,0.6555555555555556
95,0.0079,0.6778334301200155,0.6416666666666667
100,0.0078,0.6729698993418505,0.6444444444444445
85,0.9996,0.2894986449864499,0.24166666666666667
90,0.01,0.6973190089043748,0.6416666666666667
82,0.001,0.5393002322880371,0.48333333333333334
96,0.7425,0.5776229190863338,0.5333333333333333
47,0.7422,0.5762388695315525,0.4222222222222222
96,0.001,0.5580671699574139,0.5333333333333333
73,0.0033,0.594294425087108,0.5527777777777778
86,0.0067,0.6395688153310104,0.6027777777777777
68,0.7424,0.5852787456445994,0.5027777777777778
37,0.0101,0.5978198799845142,0.5972222222222222
85,0.01,0.6854940960123888,0.6444444444444445
77,0.7426,0.5880565234223771,0.5111111111111111
92,0.0601,0.6631654084397987,0.7
