X0,score,generalization_score
0.16787022705230384,0.9699713987390807,0.971819586869408
0.20431989807401735,0.9091112242189374,0.9582533792510232
0.22005555340249583,0.9513256778757512,0.9515755534167213
0.1837807529377828,0.9230711919051511,0.9662246348496216
0.23014051809446356,0.9066599899725986,0.9470353419312119
0.1941841724364413,0.9907617564393664,0.9622925071751744
0.19623224119087126,0.9383946052693147,0.9614929075172077
0.17620147118495827,0.9487007946726906,0.9689530415522564
0.2403474498627854,0.9925812248523576,0.9422331033444559
0.1666975570013308,0.9614062768283854,0.9722119244897881
0.2379197535079442,1.0363921001658267,0.9433941908907191
0.15363211053107417,1.1213879213549263,0.9763971746137678
0.22646299995528527,0.9167738562295481,0.9487145096512525
0.2080318072029286,0.979979099618022,0.9567227671918835
0.22610665086008785,0.9587990743639293,0.9488757824368343
-0.2334974855184555,0.9436460397032218,0.9454789242565587
0.008376901037991047,0.9988286373762937,0.9999298275289997
-0.5,0.7474670443371735,0.75
-0.012303442694246769,1.0586727803648648,0.9998486252978693
-0.022341368719935417,1.0410122070797785,0.9995008632437199
0.5,0.7134096287711348,0.75
-0.00697538536041975,0.9727111488483423,0.9999513439990736
0.004797862842679024,0.9825665392757501,0.9999769805121428
0.011087506078183651,1.036303474480323,0.9998770672089662
0.009763704612851143,0.9675240354485842,0.9999046700722329
0.016320984810590744,0.9776387069618188,0.9997336254548125
0.019704526290297508,0.9669759914572026,0.999611731643675
0.02317015640437603,0.9022949493157839,0.9994631438521967
0.03488509729504585,0.9987614102465334,0.9987830299867152
-0.04826352745294571,1.1330131238877956,0.9976706319177988
-0.09507229179143906,1.0915363206890423,0.9909612593335235
-0.07050914317369461,1.0683603069741414,0.9950284607289115
-0.10700006037950516,1.0673703749348313,0.9885509870787823
-0.10356608778238297,0.9827589087503219,0.9892740654614518
-0.10284843295812607,1.0368839524411118,0.9894221998380579
-0.10121103376150131,1.0037723928616822,0.9897563266449283
-0.09956344217061996,0.9087358781991371,0.9900871209831377
-0.08518672734498978,0.9703504625319673,0.9927432214842504
-0.07525209337472916,0.9970782035716802,0.9943371224427211
-0.07242394238710403,1.056967950552702,0.9947547725691095
