n_estimators,learning_rate,score,generalization_score
100,4.60030680449031,0.9295566502463055,0.8333333333333334
22,9.890143127152722,0.7903940886699508,0.8611111111111112
31,0.009613989345165,0.9295566502463055,0.9166666666666666
45,0.22321849928717602,0.922167487684729,0.9722222222222222
94,1.704333511590947,0.8613300492610838,0.9722222222222222
67,0.5367,0.9509852216748769,0.9722222222222222
40,0.0001,0.626847290640394,0.6388888888888888
100,0.01,0.9295566502463055,0.9444444444444444
76,0.8532,0.9576354679802955,1.0
59,1.1234,0.8938423645320197,0.8611111111111112
78,0.9834,0.9578817733990148,0.9722222222222222
87,0.3821,0.9507389162561577,0.9722222222222222
68,0.1,0.9150246305418719,0.9166666666666666
80,0.0003,0.8731527093596059,0.9166666666666666
94,0.0002,0.8731527093596059,0.9166666666666666
89,1.0001,0.9147783251231527,0.8611111111111112
100,0.0001,0.8662561576354678,0.7777777777777778
97,0.6754,0.9647783251231529,0.9722222222222222
94,0.0004,0.8945812807881774,0.9166666666666666
86,0.001,0.9088669950738917,0.9166666666666666
92,0.9986,0.9012315270935961,0.8611111111111112
27,0.9957,0.9295566502463053,1.0
95,0.9977,0.8940886699507388,0.8611111111111112
97,1.0,0.9009852216748767,0.8611111111111112
100,0.001,0.9088669950738917,0.9166666666666666
38,0.6956,0.9578817733990148,0.9444444444444444
95,0.0056,0.9152709359605913,0.9444444444444444
100,0.9987,0.8940886699507388,0.8611111111111112
98,0.0011,0.9088669950738917,0.9166666666666666
100,0.1,0.8938423645320196,0.9166666666666666
