X0,X1,score,generalization_score
100,4.60030680449031,0.9295566502463055,0.8333333333333334
22,9.890143127152722,0.7903940886699508,0.8611111111111112
31,0.009613989345165,0.9295566502463055,0.9166666666666666
45,0.22321849928717602,0.922167487684729,0.9722222222222222
94,1.704333511590947,0.8613300492610838,0.9722222222222222
100,2.6584,0.9371921182266011,0.9722222222222222
67,3.9325,0.8155172413793104,0.5833333333333334
66,0.0001,0.7748768472906403,0.7777777777777778
100,1.0,0.9009852216748767,0.8611111111111112
100,0.0001,0.8662561576354678,0.7777777777777778
33,0.0001,0.626847290640394,0.6388888888888888
100,2.5157,0.9229064039408869,0.9166666666666666
100,5.0,0.8869458128078817,0.8333333333333334
65,5.045240879058838,0.8795566502463055,0.8333333333333334
10,0.0001,0.626847290640394,0.6388888888888888
100,2.215,0.8950738916256158,0.8333333333333334
35,0.9378,0.9433497536945813,1.0
37,1.0,0.9078817733990148,0.8611111111111112
52,0.0002,0.8662561576354678,0.7777777777777778
60,0.1,0.9150246305418719,0.9444444444444444
35,0.9375,0.9433497536945813,1.0
65,3.492,0.9366995073891626,0.5277777777777778
100,2.729,0.9155172413793103,0.9722222222222222
35,0.9377,0.9433497536945813,1.0
51,0.0001,0.6625615763546798,0.6388888888888888
100,2.6012,0.9226600985221676,1.0
67,0.0096,0.9152709359605913,0.9444444444444444
61,0.45,0.9578817733990148,0.9722222222222222
52,0.0001,0.6625615763546798,0.6388888888888888
46,0.6964,0.9507389162561577,0.9444444444444444
