n_estimators,learning_rate,score,generalization_score
16,1.583963679227197,0.88128078817734,0.9444444444444444
21,0.07023549332126301,0.9576354679802955,0.8888888888888888
49,0.000124090931101,0.7177339901477832,0.6388888888888888
14,0.001735567408628,0.8731527093596059,0.9166666666666666
18,0.29793276259370205,0.9364532019704435,0.9722222222222222
21,9.999999747378752e-05,0.626847290640394,0.6388888888888888
18,0.13142944872379303,0.9298029556650247,0.9722222222222222
15,0.11710931360721588,0.9293103448275861,0.9722222222222222
15,9.999999747378752e-05,0.626847290640394,0.6388888888888888
14,0.08318790793418884,0.9504926108374384,0.9444444444444444
14,0.2846168577671051,0.9435960591133006,0.9722222222222222
18,0.25144585967063904,0.9298029556650247,0.9722222222222222
18,0.24338528513908386,0.9226600985221675,0.9722222222222222
20,2.102508068084717,0.880295566502463,0.8333333333333334
18,0.7434686422348022,0.9578817733990148,0.9722222222222222
14,0.16646695137023926,0.9293103448275861,0.9722222222222222
18,0.6787440180778503,0.9295566502463053,1.0
18,0.5188831686973572,0.9224137931034482,1.0
18,0.7380669713020325,0.9364532019704435,0.9722222222222222
15,1.6350327730178833,0.8746305418719211,0.8611111111111112
18,0.4082894027233124,0.9226600985221675,1.0
14,0.2426569014787674,0.9435960591133006,0.9722222222222222
15,0.18551328778266907,0.9364532019704435,0.9722222222222222
19,1.2743767499923706,0.8940886699507388,0.9444444444444444
21,0.11355175822973251,0.9435960591133006,0.9722222222222222
19,2.160806655883789,0.8453201970443349,0.8055555555555556
21,0.0895448848605156,0.9507389162561577,0.9444444444444444
18,0.7979656457901001,0.9438423645320198,1.0
21,0.0991421714425087,0.9293103448275861,0.9444444444444444
11,0.6800553798675537,0.9364532019704435,0.9166666666666666
