X0,X1,score,generalization_score
100,4.60030680449031,0.9295566502463055,0.8333333333333334
22,9.890143127152722,0.7903940886699508,0.8611111111111112
31,0.009613989345165,0.9295566502463055,0.9166666666666666
45,0.22321849928717602,0.922167487684729,0.9722222222222222
94,1.704333511590947,0.8613300492610838,0.9722222222222222
71,3.1305761337280273,0.9155172413793103,0.8888888888888888
45,0.23161843419075012,0.922167487684729,0.9722222222222222
100,4.6002,0.9295566502463053,0.7777777777777778
31,0.0001,0.626847290640394,0.6388888888888888
100,4.6,0.8795566502463054,0.8611111111111112
71,3.1306,0.9295566502463055,0.9166666666666666
10,1.674627423286438,0.8541871921182267,0.8333333333333334
33,0.1102,0.922167487684729,0.9444444444444444
100,4.305695056915283,0.9012315270935961,0.8333333333333334
64,2.3856,0.951231527093596,0.8611111111111112
42,3.628304958343506,0.8440886699507388,0.7777777777777778
64,2.3855,0.9229064039408866,0.8888888888888888
21,0.0001,0.626847290640394,0.6388888888888888
26,4.830376625061035,0.8369458128078818,0.8333333333333334
64,2.3857,0.9300492610837438,0.9722222222222222
52,1.8692,0.923152709359606,1.0
58,9.030080795288086,0.7689655172413793,0.8055555555555556
64,2.3858,0.8660098522167488,0.8888888888888888
55,1.8693,0.9374384236453203,0.9722222222222222
57,1.8693,0.9374384236453203,0.9722222222222222
37,0.0002,0.8662561576354678,0.7777777777777778
71,2.9743590354919434,0.9298029556650247,0.9166666666666666
60,0.0001,0.6625615763546798,0.6388888888888888
54,2.9744,0.9371921182266011,1.0
51,1.8693,0.9374384236453203,1.0
