n_estimators,learning_rate,score,generalization_score
91,0.0007302585582140001,0.9088669950738917,0.9166666666666666
87,0.110962953351353,0.9150246305418719,0.9722222222222222
64,0.000509707317029,0.8945812807881774,0.9166666666666666
30,0.31052829556572503,0.9507389162561577,0.9722222222222222
91,0.146155620802551,0.8935960591133005,0.9166666666666666
30,0.2083805501461029,0.9578817733990148,0.9722222222222222
30,0.03476507216691971,0.9364532019704435,0.9444444444444444
28,2.3356735706329346,0.9229064039408869,0.9444444444444444
57,2.7664718627929688,0.8812807881773399,0.9166666666666666
30,0.29313233494758606,0.9507389162561577,0.9444444444444444
28,2.839108467102051,0.9231527093596059,1.0
30,0.3039221167564392,0.9507389162561577,0.9722222222222222
86,1.0016462802886963,0.9147783251231527,0.8611111111111112
30,1.9605766534805298,0.9509852216748769,0.8611111111111112
30,1.7112449407577515,0.8684729064039409,0.9166666666666666
30,0.21573562920093536,0.9435960591133006,0.9722222222222222
28,1.9743036031723022,0.9155172413793103,0.8055555555555556
87,1.1980082988739014,0.8871921182266009,0.9444444444444444
28,0.911732017993927,0.9433497536945813,0.9722222222222222
30,2.07167911529541,0.852463054187192,0.8888888888888888
85,0.9075828790664673,0.9433497536945813,1.0
85,0.8141131401062012,0.972167487684729,0.9722222222222222
30,0.2543048858642578,0.9435960591133006,0.9722222222222222
28,0.899878203868866,0.9433497536945813,1.0
27,3.382385492324829,0.8369458128078817,0.9166666666666666
30,0.3137316405773163,0.9578817733990148,0.9722222222222222
30,0.33643028140068054,0.9650246305418719,1.0
30,0.40748339891433716,0.9435960591133006,1.0
29,1.2684322595596313,0.9009852216748768,0.9444444444444444
27,0.7195229530334473,0.9507389162561577,0.9722222222222222
