feat_0,feat_1,score,generalization_score
100,4.60030680449031,0.9295566502463055,0.8333333333333334
22,9.890143127152722,0.7903940886699508,0.8611111111111112
31,0.009613989345165,0.9295566502463055,0.9166666666666666
45,0.22321849928717602,0.922167487684729,0.9722222222222222
94,1.704333511590947,0.8613300492610838,0.9722222222222222
88,0.0002,0.8731527093596059,0.7777777777777778
62,0.0011,0.9088669950738917,0.9166666666666666
100,0.0003,0.8874384236453203,0.9166666666666666
21,0.0002,0.626847290640394,0.6388888888888888
53,0.0037,0.9295566502463055,0.9166666666666666
50,0.0001,0.6625615763546798,0.6388888888888888
26,0.0001,0.626847290640394,0.6388888888888888
58,0.9598,0.9507389162561577,1.0
84,0.8712,0.9578817733990148,0.9722222222222222
71,0.7314,0.9652709359605911,1.0
86,0.0001,0.8662561576354678,0.7777777777777778
100,0.9991,0.9081280788177339,0.8611111111111112
74,0.999,0.8940886699507388,0.8611111111111112
84,0.9992,0.9012315270935961,0.8611111111111112
87,0.9991,0.9009852216748768,0.8611111111111112
69,0.9992,0.9009852216748768,0.8611111111111112
81,0.0001,0.8662561576354678,0.7777777777777778
87,9.9998,0.795566502463054,0.8333333333333334
81,0.0002,0.8731527093596059,0.7777777777777778
31,9.9999,0.7975369458128079,0.8333333333333334
49,0.5067,0.9650246305418719,1.0
27,1.0,0.9078817733990148,0.8611111111111112
32,0.0004,0.8662561576354678,0.7777777777777778
61,0.9999,0.9009852216748768,0.8611111111111112
72,0.0002,0.8662561576354678,0.7777777777777778
