X0,X1,score,generalization_score
16,1.583963679227197,0.88128078817734,0.9444444444444444
21,0.07023549332126301,0.9576354679802955,0.8888888888888888
49,0.000124090931101,0.7177339901477832,0.6388888888888888
14,0.001735567408628,0.8731527093596059,0.9166666666666666
18,0.29793276259370205,0.9364532019704435,0.9722222222222222
20,0.0703,0.9576354679802955,0.8888888888888888
20,0.0001,0.626847290640394,0.6388888888888888
13,0.0005,0.7177339901477832,0.7777777777777778
20,0.0702,0.9576354679802955,0.8888888888888888
28,0.0906,0.9364532019704435,0.9444444444444444
12,0.358,0.9229064039408866,0.9166666666666666
21,0.0702,0.9576354679802955,0.8888888888888888
26,0.0015,0.8945812807881774,0.9166666666666666
61,0.3661,0.9295566502463053,0.9722222222222222
31,0.5818,0.9366995073891624,0.9722222222222222
43,0.38,0.9509852216748769,0.9722222222222222
15,0.3438,0.9440886699507388,0.9722222222222222
23,0.0392,0.9152709359605913,0.9444444444444444
52,3.78,0.7108374384236453,0.5
45,0.3246,0.951231527093596,0.9722222222222222
53,0.0017,0.9295566502463055,0.9166666666666666
69,0.1968,0.9293103448275863,0.8888888888888888
37,0.0755,0.9364532019704435,0.8888888888888888
19,0.104,0.922167487684729,0.9722222222222222
27,0.0702,0.9366995073891626,0.8888888888888888
32,0.0702,0.9155172413793103,0.8888888888888888
40,0.1555,0.894088669950739,0.9722222222222222
34,0.9432,0.9716748768472907,0.9722222222222222
25,0.0702,0.9369458128078818,0.8888888888888888
23,0.0702,0.9504926108374384,0.8888888888888888
