n_estimators,learning_rate,score,generalization_score
27,4.546784063337942,0.8795566502463055,0.7777777777777778
95,0.02653050299604,0.9435960591133006,0.9166666666666666
39,0.0005917433219460001,0.8731527093596059,0.9166666666666666
73,0.000397880553092,0.8731527093596059,0.9166666666666666
54,0.145776880681752,0.8938423645320197,0.9722222222222222
51,0.9584,0.9573891625615765,1.0
62,0.9012,0.9433497536945813,1.0
98,0.3291,0.9435960591133006,0.9166666666666666
71,0.7243,0.9509852216748769,0.9722222222222222
27,1.0,0.9078817733990148,0.8611111111111112
46,0.4425,0.9650246305418719,1.0
49,0.4424,0.9578817733990148,1.0
66,0.4423,0.9509852216748769,1.0
87,0.0009,0.9157635467980295,0.9166666666666666
67,0.9583,0.9435960591133006,1.0
83,0.4427,0.951231527093596,1.0
93,0.4426,0.951231527093596,1.0
85,0.1267,0.9221674876847292,0.9166666666666666
64,0.4875,0.958128078817734,0.9722222222222222
43,0.6392,0.9509852216748769,0.9722222222222222
98,0.6592,0.9509852216748769,0.9444444444444444
77,0.6082,0.9509852216748769,0.9722222222222222
59,0.4512,0.9578817733990148,0.9722222222222222
99,0.4423,0.9440886699507389,1.0
77,0.8867,0.9362068965517242,1.0
43,0.4816,0.9578817733990148,0.9722222222222222
87,0.4525,0.9438423645320198,0.9444444444444444
85,0.4876,0.9652709359605911,0.9722222222222222
100,0.9576,0.9645320197044336,1.0
92,0.7324,0.9650246305418719,1.0
