n_estimators,learning_rate,score,generalization_score
100,4.60030680449031,0.9295566502463055,0.8333333333333334
22,9.890143127152722,0.7903940886699508,0.8611111111111112
31,0.009613989345165,0.9295566502463055,0.9166666666666666
45,0.22321849928717602,0.922167487684729,0.9722222222222222
94,1.704333511590947,0.8613300492610838,0.9722222222222222
100,4.8996429443359375,0.8800492610837439,0.7777777777777778
31,0.2750365436077118,0.9507389162561577,0.9444444444444444
31,0.3572885990142822,0.9364532019704435,1.0
100,4.291447162628174,0.8938423645320197,0.8333333333333334
31,0.21985334157943726,0.9578817733990148,0.9722222222222222
45,0.5472545623779297,0.9369458128078818,0.9722222222222222
45,0.5267255306243896,0.9369458128078818,1.0
45,0.5288240313529968,0.9369458128078818,1.0
45,0.5293207168579102,0.9298029556650246,1.0
45,0.530182421207428,0.9298029556650246,1.0
31,0.20898111164569855,0.9578817733990148,0.9722222222222222
31,0.2048196941614151,0.922167487684729,0.9722222222222222
31,0.2462155818939209,0.9578817733990148,1.0
45,0.5483105182647705,0.9369458128078818,0.9722222222222222
45,0.9508843421936035,0.9647783251231526,1.0
99,4.5331621170043945,0.9078817733990148,0.7222222222222222
45,0.993808388710022,0.9152709359605911,1.0
45,0.7832172513008118,0.9576354679802958,0.9444444444444444
45,0.7817741632461548,0.9576354679802958,0.9444444444444444
99,3.7610085010528564,0.8866995073891626,0.8888888888888888
99,5.260574817657471,0.838423645320197,0.7777777777777778
32,1.4640918970108032,0.8172413793103448,0.9722222222222222
31,0.24832475185394287,0.9507389162561577,0.9722222222222222
100,2.232909917831421,0.9152709359605911,0.8333333333333334
47,0.6257374286651611,0.9576354679802955,0.9722222222222222
