feat_0,feat_1,score,generalization_score
15,1.434297276884398,0.7741379310344827,0.9722222222222222
43,7.892689098336297,0.7261083743842365,0.8055555555555556
18,0.009631258205288,0.9295566502463055,0.9166666666666666
42,0.027113774781246002,0.9295566502463055,0.9444444444444444
99,1.100039842371944,0.9009852216748768,0.8611111111111112
77,0.0002,0.8662561576354678,0.7777777777777778
44,0.0004,0.8731527093596059,0.7777777777777778
10,0.0002,0.626847290640394,0.6388888888888888
41,0.0001,0.626847290640394,0.6388888888888888
28,0.9598,0.97192118226601,0.9722222222222222
22,0.9999,0.9009852216748768,0.8611111111111112
19,0.9752,0.9721674876847292,1.0
11,0.9756,0.9576354679802955,0.9722222222222222
21,0.9755,0.9721674876847292,1.0
23,0.9756,0.9650246305418719,0.9722222222222222
17,0.9756,0.9790640394088671,1.0
16,0.9825,0.9576354679802955,1.0
20,1.0,0.9078817733990148,0.8611111111111112
15,0.9825,0.9507389162561577,1.0
26,0.9825,0.9507389162561577,1.0
17,0.9826,0.9578817733990148,1.0
20,0.9757,0.9721674876847292,1.0
20,0.9758,0.9721674876847292,1.0
17,0.9755,0.9790640394088671,1.0
18,0.9759,0.9790640394088671,1.0
17,0.9757,0.9790640394088671,1.0
18,0.9753,0.9790640394088671,1.0
19,0.9754,0.9721674876847292,1.0
11,0.9757,0.9576354679802955,0.9722222222222222
23,0.9759,0.9650246305418719,1.0
