X0,X1,score,generalization_score
27,4.546784063337942,0.8795566502463055,0.7777777777777778
95,0.02653050299604,0.9435960591133006,0.9166666666666666
39,0.0005917433219460001,0.8731527093596059,0.9166666666666666
73,0.000397880553092,0.8731527093596059,0.9166666666666666
54,0.145776880681752,0.8938423645320197,0.9722222222222222
10,0.0001,0.626847290640394,0.6388888888888888
65,0.0001,0.7748768472906403,0.7777777777777778
100,0.0001,0.8662561576354678,0.7777777777777778
31,0.0001,0.626847290640394,0.6388888888888888
91,0.0419,0.9364532019704435,0.9444444444444444
68,0.0001,0.7748768472906403,0.7777777777777778
26,0.0003,0.8662561576354678,0.7777777777777778
42,0.0001,0.626847290640394,0.6388888888888888
76,0.0001,0.8662561576354678,0.7777777777777778
33,0.0008,0.8731527093596059,0.9166666666666666
28,0.0001,0.626847290640394,0.6388888888888888
56,0.0001,0.6625615763546798,0.6388888888888888
61,0.0027,0.9295566502463055,0.9166666666666666
50,0.0002,0.8662561576354678,0.7777777777777778
90,0.0001,0.8662561576354678,0.7777777777777778
46,0.0001,0.626847290640394,0.6388888888888888
55,0.0265,0.9295566502463055,0.9166666666666666
94,0.0591,0.9012315270935961,0.9722222222222222
95,0.0265,0.9435960591133006,0.9166666666666666
79,0.0001,0.8662561576354678,0.7777777777777778
74,0.0022,0.9295566502463055,0.9166666666666666
66,0.0017,0.9295566502463055,0.9166666666666666
58,0.0078,0.9083743842364532,0.9444444444444444
79,0.0365,0.9295566502463053,0.9444444444444444
80,0.0245,0.9364532019704435,0.9444444444444444
