hidden_layer_sizes,alpha,batch_size,learning_rate_init,power_t,momentum,score,generalization_score
200,3.938620672443622,41,0.099120175266208,0.16799104738110301,0.015472833880662002,0.38743842364532016,0.4444444444444444
108,0.10434609979357301,235,0.024279719592336,0.199039332673625,0.037446959101,0.3598522167487685,0.5555555555555556
117,0.00023848621577000003,138,0.045273919917888004,0.27307645938327,0.019584322761279003,0.33078817733990146,0.16666666666666666
191,0.468096526017641,182,0.016256611075126,0.12261807012299801,0.035828819856501,0.35985221674876844,0.3888888888888889
180,0.9438031971786861,209,0.00012365164457100002,0.11390227044541101,0.10263435748586001,0.34384236453201966,0.75
101,0.001,58,0.0375,0.3292,0.1234,0.3312807881773399,0.3888888888888889
156,2.3949,173,0.0624,0.5467,0.4789,0.35985221674876844,0.3888888888888889
79,4.3858,141,0.0989,0.8341,0.4256,0.35985221674876844,0.4444444444444444
59,2.39,33,0.0999,0.1,0.999,0.40172413793103445,0.4444444444444444
178,0.0001,10,0.1,0.1,0.999,0.3374384236453202,0.4444444444444444
50,4.3857,33,0.1,0.9,0.001,0.37364532019704433,0.3888888888888889
187,2.3859,128,0.0992,0.101,0.998,0.34507389162561575,0.3888888888888889
185,0.9999,249,0.0999,0.1,0.9989,0.35985221674876844,0.3888888888888889
168,0.1,121,0.1,0.9,0.999,0.33078817733990146,0.4444444444444444
73,0.3659,83,0.0417,0.4875,0.5168,0.38743842364532016,0.4444444444444444
69,0.4279,122,0.0867,0.6012,0.3372,0.3312807881773399,0.4444444444444444
101,2.1357,47,0.0867,0.8535,0.2026,0.3169950738916256,0.3888888888888889
50,0.0001,250,0.0001,0.1,0.001,0.4504926108374384,0.3888888888888889
91,1.7023,219,0.0678,0.3737,0.8342,0.3588669950738916,0.4444444444444444
50,0.0001,142,0.06,0.1,0.999,0.34507389162561575,0.4444444444444444
144,0.6,123,0.085,0.5,0.75,0.3169950738916256,0.16666666666666666
78,0.001,61,0.1,0.1,0.001,0.3169950738916256,0.3888888888888889
200,5.0,233,0.0001,0.1,0.9,0.3169950738916256,0.4444444444444444
200,0.0001,250,0.0001,0.1,0.001,0.33078817733990146,0.4444444444444444
141,0.468,142,0.1,0.1,0.999,0.3169950738916256,0.3888888888888889
200,0.0002,150,0.0001,0.1,0.001,0.33078817733990146,0.4444444444444444
153,0.5,131,0.08,0.5,0.5,0.35985221674876844,0.4444444444444444
88,0.0001,250,0.0001,0.1,0.001,0.4928571428571429,0.7222222222222222
94,0.4956,234,0.08,0.1,0.999,0.34507389162561575,0.4444444444444444
196,0.2587,148,0.0572,0.6972,0.3334,0.35985221674876844,0.4444444444444444
