X0,X1,X2,X3,X4,X5,score,generalization_score
200,3.938620672443622,41,0.099120175266208,0.16799104738110301,0.015472833880662002,0.38743842364532016,0.4444444444444444
108,0.10434609979357301,235,0.024279719592336,0.199039332673625,0.037446959101,0.3598522167487685,0.5555555555555556
117,0.00023848621577000003,138,0.045273919917888004,0.27307645938327,0.019584322761279003,0.33078817733990146,0.16666666666666666
191,0.468096526017641,182,0.016256611075126,0.12261807012299801,0.035828819856501,0.35985221674876844,0.3888888888888889
180,0.9438031971786861,209,0.00012365164457100002,0.11390227044541101,0.10263435748586001,0.34384236453201966,0.75
200,3.9386,41,0.0991,0.168,0.0155,0.38743842364532016,0.4444444444444444
163,2.3999,50,0.0299,0.4999,0.4999,0.3027093596059113,0.4444444444444444
104,0.0001,207,0.0001,0.2499,0.3625,0.4844827586206897,0.8055555555555556
166,0.0001,50,0.0001,0.2499,0.3625,0.37413793103448273,0.16666666666666666
82,0.0001,124,0.0001,0.5034,0.6793,0.38743842364532016,0.8055555555555556
196,8.371050834655762,97,0.08842965215444565,0.47883450984954834,0.8962245583534241,0.430295566502463,0.4444444444444444
129,0.0001,50,0.0001,0.8999,0.999,0.31650246305418717,0.3888888888888889
123,4.27341890335083,53,0.07118260860443115,0.7309233546257019,0.8617473840713501,0.32413793103448274,0.16666666666666666
174,6.5036725997924805,222,0.03924120217561722,0.343084454536438,0.26692384481430054,0.38743842364532016,0.4444444444444444
53,9.461210250854492,176,0.09163950383663177,0.863936185836792,0.6149201989173889,0.3312807881773399,0.3888888888888889
199,9.853072166442871,79,0.07559683918952942,0.5639186501502991,0.3909492492675781,0.29556650246305416,0.16666666666666666
174,1.2697285413742065,20,0.029252978041768074,0.14820368587970734,0.7362571954727173,0.35985221674876844,0.3888888888888889
154,3.646131753921509,205,0.05406840145587921,0.8732740879058838,0.5530356168746948,0.30935960591133005,0.4444444444444444
79,3.869858980178833,50,0.06111535802483559,0.5647801756858826,0.2525413930416107,0.33078817733990146,0.3611111111111111
80,8.013073921203613,231,0.03381834924221039,0.7032889723777771,0.4905923306941986,0.3455665024630542,0.4444444444444444
98,9.743537902832031,75,0.039971791207790375,0.883412778377533,0.875696063041687,0.3588669950738916,0.4444444444444444
160,9.178751945495605,98,0.06420968472957611,0.5911791324615479,0.8345353007316589,0.33029556650246306,0.3888888888888889
85,6.668088436126709,167,0.05218684300780296,0.5128856897354126,0.022940969094634056,0.3445812807881773,0.4444444444444444
52,7.227592468261719,223,0.08871499449014664,0.6419912576675415,0.4499797523021698,0.3522167487684729,0.4444444444444444
108,0.5628343820571899,234,0.09881803393363953,0.2783430814743042,0.32553648948669434,0.39334975369458125,0.4444444444444444
97,8.111889839172363,153,0.07085686177015305,0.15605926513671875,0.9469573497772217,0.38743842364532016,0.4444444444444444
144,9.883822441101074,72,0.02886253222823143,0.6516942977905273,0.005887440871447325,0.36600985221674875,0.16666666666666666
107,0.9002628922462463,230,0.022718898952007294,0.29750099778175354,0.9909631609916687,0.3455665024630542,0.4444444444444444
83,2.1910274028778076,123,0.051452480256557465,0.6061126589775085,0.1655244678258896,0.33078817733990146,0.16666666666666666
148,8.127238273620605,219,0.03575946390628815,0.7846447229385376,0.7001540660858154,0.45640394088669944,0.3888888888888889
