feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,score,generalization_score
61,1.095706562156234,39,0.001893412804339,0.261254081864405,0.0011382453367170002,0.330295566502463,0.16666666666666666
56,0.00030713533483000004,32,0.006015816920825001,0.137631667310846,0.022872834873117,0.38743842364532016,0.4444444444444444
82,0.00132871069682,128,0.04499930257575,0.538002241604574,0.8327636100005461,0.38743842364532016,0.3888888888888889
110,0.02073154660543,84,0.002220648782651,0.182953386555359,0.02310073334057,0.605665024630542,0.4444444444444444
164,0.8043116425855961,72,0.037347404133724005,0.48478462306302506,0.001153013936524,0.3169950738916256,0.3888888888888889
116,0.0128,215,0.0105,0.8172,0.9987,0.35985221674876844,0.4444444444444444
200,0.0001,140,0.0001,0.9,0.999,0.29556650246305416,0.16666666666666666
101,1.2875,159,0.0775,0.4516,0.4983,0.3455665024630542,0.3888888888888889
86,0.0002,221,0.0099,0.4827,0.0222,0.35985221674876844,0.4444444444444444
54,0.0001,182,0.001,0.1001,0.9989,0.3312807881773399,0.3888888888888889
118,0.0208,54,0.091,0.3005,0.9988,0.30270935960591133,0.16666666666666666
89,0.0004,228,0.0352,0.6763,0.2567,0.3669950738916256,0.4444444444444444
66,0.0034,150,0.0412,0.599,0.2087,0.3169950738916256,0.16666666666666666
107,0.021,67,0.0018,0.179,0.0334,0.3098522167487684,0.3888888888888889
167,0.11,103,0.0505,0.3,0.8,0.38743842364532016,0.4444444444444444
102,0.0043,205,0.0557,0.2436,0.4123,0.34507389162561575,0.4444444444444444
154,0.2382,110,0.0701,0.4001,0.5001,0.34507389162561575,0.3888888888888889
81,0.0004,190,0.0012,0.8999,0.999,0.37364532019704433,0.3888888888888889
127,0.0167,123,0.0276,0.6248,0.6446,0.3312807881773399,0.4444444444444444
168,0.1438,153,0.0637,0.5482,0.4567,0.35935960591133004,0.3888888888888889
85,0.0042,220,0.0249,0.7482,0.7481,0.3445812807881773,0.4444444444444444
71,0.0762,249,0.1,0.9,0.999,0.3455665024630542,0.4444444444444444
132,0.0001,161,0.0001,0.9,0.999,0.38743842364532016,0.4444444444444444
169,0.0201,121,0.0999,0.8999,0.001,0.32413793103448274,0.16666666666666666
176,0.0095,198,0.0157,0.8001,0.0015,0.38743842364532016,0.4444444444444444
67,0.0002,245,0.0003,0.1001,0.001,0.37364532019704433,0.4444444444444444
133,0.0316,157,0.0643,0.5846,0.5467,0.3312807881773399,0.3888888888888889
111,0.0199,85,0.0002,0.1831,0.0231,0.527832512315271,0.5555555555555556
128,0.04,249,0.1,0.9,0.999,0.3445812807881773,0.4444444444444444
141,0.0396,144,0.0531,0.621,0.4529,0.3169950738916256,0.3888888888888889
