feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,score,generalization_score
200,3.938620672443622,41,0.099120175266208,0.16799104738110301,0.015472833880662002,0.38743842364532016,0.4444444444444444
108,0.10434609979357301,235,0.024279719592336,0.199039332673625,0.037446959101,0.3598522167487685,0.5555555555555556
117,0.00023848621577000003,138,0.045273919917888004,0.27307645938327,0.019584322761279003,0.33078817733990146,0.16666666666666666
191,0.468096526017641,182,0.016256611075126,0.12261807012299801,0.035828819856501,0.35985221674876844,0.3888888888888889
180,0.9438031971786861,209,0.00012365164457100002,0.11390227044541101,0.10263435748586001,0.34384236453201966,0.75
167,0.1312,224,0.0419,0.5783,0.4867,0.38743842364532016,0.4444444444444444
54,9.999,249,0.1,0.9,0.999,0.3312807881773399,0.3888888888888889
78,0.1,214,0.05,0.5,0.5,0.35985221674876844,0.4444444444444444
200,0.0001,50,0.0001,0.1001,0.999,0.4721674876847291,0.7777777777777778
116,0.0001,249,0.0001,0.1001,0.999,0.4770935960591133,0.7777777777777778
162,0.0001,219,0.0001,0.1001,0.999,0.5551724137931034,0.6666666666666666
154,0.0001,200,0.0001,0.1001,0.999,0.5770935960591133,0.4444444444444444
100,0.0001,200,0.0001,0.1001,0.999,0.45172413793103444,0.4444444444444444
147,0.0001,220,0.0001,0.1001,0.999,0.519704433497537,0.4444444444444444
182,0.0001,230,0.0001,0.1001,0.999,0.5088669950738917,0.7222222222222222
157,0.0001,203,0.0001,0.1001,0.999,0.5130541871921183,0.16666666666666666
79,0.0004,249,0.0004,0.1004,0.9986,0.4219211822660099,0.7222222222222222
163,0.0001,249,0.0001,0.1001,0.999,0.5418719211822661,0.75
164,0.0002,214,0.0324,0.689,0.4067,0.30935960591133005,0.4444444444444444
156,0.0001,200,0.0001,0.1001,0.999,0.43694581280788175,0.75
146,0.0003,250,0.0002,0.8999,0.999,0.3169950738916256,0.3888888888888889
175,0.0001,200,0.0001,0.1001,0.999,0.5027093596059113,0.8055555555555556
158,0.0001,200,0.0001,0.1001,0.999,0.6140394088669952,0.2777777777777778
153,0.0001,200,0.0001,0.1001,0.999,0.6546798029556651,0.8055555555555556
155,0.0001,200,0.0001,0.1001,0.999,0.45,0.4444444444444444
152,0.0001,200,0.0001,0.1001,0.999,0.5344827586206897,0.16666666666666666
157,0.0001,200,0.0001,0.1001,0.999,0.5130541871921183,0.16666666666666666
160,0.0001,200,0.0001,0.1001,0.999,0.45172413793103444,0.6388888888888888
119,0.0001,200,0.0001,0.9,0.999,0.37364532019704433,0.4444444444444444
159,0.0001,200,0.0001,0.689,0.999,0.3169950738916256,0.3888888888888889
