X0,X1,score,generalization_score
91,0.0007302585582140001,0.5239764808362369,0.475
87,0.110962953351353,0.6618321718931475,0.6888888888888889
64,0.000509707317029,0.329084397986837,0.26666666666666666
30,0.31052829556572503,0.6624975803329461,0.6527777777777778
91,0.146155620802551,0.6771341463414634,0.6694444444444444
92,0.1513,0.6492982965543941,0.6333333333333333
35,0.4112,0.6263453348819203,0.6138888888888889
29,0.3876,0.612434668989547,0.6527777777777778
71,0.1471,0.6708865660085171,0.6555555555555556
72,0.1479,0.6513816298877274,0.6861111111111111
70,0.14700000000000002,0.6778431087882307,0.6527777777777778
85,0.14690000000000003,0.6729698993418505,0.6638888888888889
93,0.1512,0.647212543554007,0.6361111111111111
85,0.14680000000000004,0.6757573557878436,0.6638888888888889
84,0.1467,0.6743684668989547,0.6583333333333333
87,0.14609999999999998,0.6757500967866822,0.675
87,0.146,0.6757500967866822,0.675
77,0.14690000000000003,0.6743636275648471,0.6527777777777778
89,0.1462,0.68062814556717,0.6722222222222223
77,0.14680000000000004,0.6778479481223384,0.6527777777777778
89,0.14630000000000004,0.68062814556717,0.6694444444444444
98,0.1464,0.6764372822299651,0.6944444444444444
90,0.1466,0.683415602013163,0.6694444444444444
88,0.1466,0.6868999225706542,0.6722222222222223
91,0.1462,0.6771341463414634,0.6694444444444444
90,0.14649999999999996,0.683415602013163,0.6694444444444444
89,0.1464,0.68062814556717,0.6694444444444444
88,0.14649999999999996,0.686203058459156,0.6722222222222223
94,0.14609999999999998,0.6757428377855208,0.6638888888888889
91,0.14630000000000004,0.6771341463414634,0.6638888888888889
