X0,score,generalization_score
1.416734933791386,0.5142696808659046,0.5383862163566194
2.4378699885026323,0.6921753252408454,0.7614756998199226
0.5022440296250482,0.8320548377812081,0.9357438684213711
0.4130083835255146,0.5377835197229328,0.8795216821094268
1.17160960373761,0.6895968806205341,0.6768680674377868
0.7667812705039978,0.6809739416415972,0.9439711616721876
2.9061031341552734,0.09704038129375211,0.23753356074092338
2.1410765647888184,0.30538792986876273,0.7337504623036967
0.6229959726333618,0.7984218354445948,0.9673576403396418
0.5997014045715332,1.28046240697757,0.9651339757352537
0.6190742254257202,0.7336102401201268,0.9671088056219185
0.6225398182868958,1.1303639226223885,0.9673312879757484
0.6127588152885437,0.7462334485993343,0.9666017630800116
0.619255781173706,0.5588840411297132,0.9671214394875279
0.6579858064651489,0.9287325955513521,0.9673778332991841
0.6603492498397827,0.849935678097433,0.9672390453923057
0.6368674635887146,1.3092684427467782,0.967835529740728
0.6676528453826904,0.6303422798214163,0.9667003745659623
0.6087008714675903,0.5479652430114217,0.9662063788917558
0.7849286794662476,0.9128395303568256,0.9369560658475404
0.8028745055198669,0.8599441302131219,0.9292445047921991
0.7850444912910461,0.8332196943268013,0.9369087249669643
0.7544921040534973,0.6065157218516234,0.9482538842381174
0.6541329026222229,0.9802954117737915,0.9675665985910442
0.6512262225151062,0.7046808992982909,0.9676781193288815
0.6537860035896301,0.8270881272871132,0.9675813067342844
0.6515515446662903,0.5393044293294361,0.96766696176437
0.8845825791358948,0.71663242404313,0.885568228938177
0.6357328295707703,1.2831482701614398,0.9678198389191237
0.6137065291404724,0.7331876807967629,0.9666862462985545
